ts_code,chairman,manager,secretary,reg_capital,setup_date,province
002683.SZ,郜洪青,张耿城,郑少娟,76000.2247,19880514,广东
002299.SZ,傅光明,傅芬芳,廖俊杰,124311.1721,19991221,福建
002213.SZ,连宗敏,连宗敏,何强,23744.292,20001025,广东
002293.SZ,薛嘉琛,薛嘉琛,丁玮,83409.2481,20020523,江苏
002294.SZ,叶宇翔,颜杰,杨健锋,111481.6535,19981103,广东
002286.SZ,戴斯觉,王强,朱哲,38056.738,19971016,山东
002287.SZ,刘凯列,夏海建,冯平,57211.8203,20071009,西藏
300554.SZ,邹余耀,邹余耀,吉国胜,11421.1577,19990129,江苏
300810.SZ,张秋生,张战军,姚浩杰,11805.0,20050718,北京
002987.SZ,费振勇,费振勇,王潇,86746.0152,20091216,北京
002278.SZ,李芳英,张恩宇,王振飞,36390.9648,19930715,上海
002441.SZ,吴开贤,吴森杰,张海娜,54454.3609,20000414,广东
300061.SZ,李天松,陈明骏,杨昊悦,65899.3677,19961205,上海
002297.SZ,戴志利,冯志荣,曾光辉,57310.4819,19940812,湖南
002290.SZ,梁旭,郭宏斌,王文其,24811.233,20021115,江苏
002461.SZ,黄文胜,张涌,李宽宽,221332.848,20021225,广东
002599.SZ,栗延秋,栗延秋,肖薇,53267.9787,20001130,北京
002291.SZ,谢如栋,谢如栋,何建锋,93554.5353,20020725,广东
301360.SZ,钱曙光,钱曙光,王桂杰,5334.0,20110830,江苏
301125.SZ,徐家林,徐家林,高隘,14175.792,20000815,江苏
301378.SZ,郑建国,郑建国,张思必,9660.0,19950323,江苏
300555.SZ,林竹,顾忠辉,邱京卫,20000.0,20070216,江苏
300882.SZ,邬永强,姜家宝,陈东滨,28620.1188,19970721,浙江
300235.SZ,黄元忠,张文凯,李枫,25174.6635,19930219,广东
300084.SZ,杜勤杰,杜勤杰,张雷,51024.7899,20001218,甘肃
002292.SZ,蔡东青,蔡晓东,高丹,147869.9697,19970731,广东
002285.SZ,陈卫城,朱江,吴惠明,199282.9038,19930413,广东
301302.SZ,韩超,韩超,吴亚光,15586.5,20111123,北京
002280.SZ,何志涛,何志涛,张凯平,217714.9675,20020704,浙江
300725.SZ,杨民民,杨民民,,23380.7341,20061226,江苏
002586.SZ,汪文强,汪文强,陈伟,114422.3714,19880625,浙江
300979.SZ,张聪渊,刘淑绢,方玲玲,116700.0,20040902,广东
301489.SZ,任泽明,任泽明,郭智超,8075.3867,20110602,广东
002444.SZ,仇建平,池晓蘅,周思远,119447.8182,20010809,浙江
002492.SZ,王青运,张辛聿,朱海花,40500.0,20001107,广东
002445.SZ,薛健,许卫国,蒋荣状,237660.7531,20030528,江苏
300487.SZ,高月静,寇晓康,于洋,50766.5589,20010405,陕西
300509.SZ,何云涛,何建锋,张钦杰,29640.0,20031028,江苏
300165.SZ,刘召贵,应刚,肖廷良,49551.1725,20060704,江苏
301428.SZ,杨兴海,杨兴荣,任先勤,9866.6667,20060621,贵州
002346.SZ,蒋陆峰,蒋陆峰,李立传,44157.5416,20020604,上海
301258.SZ,钱祥云,钱祥云,卞爱进,9167.0,20001127,江苏
300517.SZ,张海波,答浩,张雪,20041.2598,19970411,湖北
300261.SZ,蔡彤,蔡彤,王一川,96330.9471,20060113,江苏
002317.SZ,陈永红,陈永红,杨威,84993.0477,20011231,广东
002319.SZ,周宇斌,周宇斌,郭蒙,20947.251,19961113,广东
300032.SZ,徐高金,徐高金,黄美燕,80316.9608,19931111,浙江
002529.SZ,刘浩,刘浩,刘浩,26000.0,20030707,江西
002318.SZ,李郑周,王长城,寿昊添,97717.072,20040108,浙江
300040.SZ,李寅,赵晓红,李真,64341.0436,19970808,黑龙江
002745.SZ,孙清焕,孙清焕,李冠群,148416.6399,19970303,广东
300083.SZ,蔡万峰,蔡万峰,伍永兵,166486.2589,20030411,广东
300062.SZ,陈添旭,陈曼虹,于春江,55760.6117,20021202,福建
300101.SZ,谢俊,杨国勇,陈思莉,56790.57,20030612,四川
002504.SZ,何宁,何宁,苗强,102580.0523,19980831,北京
002325.SZ,刘年新,刘年新,刘年新,175651.4205,19850114,广东
002353.SZ,李慧涛,李志勇,曲宁,102385.5833,19991210,山东
002589.SZ,韩旭,韩旭,李喆,150471.0471,20040921,山东
300624.SZ,吴太兵,吴太兵,刘江华,19333.6324,20030928,西藏
300816.SZ,刘屹,王许华,姜任健,8000.0,20090121,安徽
300041.SZ,章力,章力,章宏建,55943.4222,19980903,湖北
002359.SZ,陈岩,陈岩,陈岩,108719.176,20020930,广东
300030.SZ,杨涛,蒋广成,余威,30918.7315,19960819,广东
300247.SZ,邢芬玲,钱晓东,梁俊,80404.0313,19950421,安徽
300216.SZ,刘祥华,刘祥华,刘祥华,36143.492,20021024,湖南
002328.SZ,宋琳,沈晓青,李文君,77177.0,19971030,上海
002311.SZ,薛华,薛华,黄志健,166374.997,20040108,广东
300017.SZ,周丽萍,洪珂,周丽萍,245944.9777,20000126,上海
300071.SZ,陈永亮,陈永亮,朱迪,96388.4336,20030123,北京
301303.SZ,李诗华,李诗华,王文军,40880.0,20111129,上海
300835.SZ,熊永宏,熊咏鸽,冯加广,11924.754,19980119,安徽
300644.SZ,刘曙阳,刘曙阳,范悦谦,11064.3398,19990427,江苏
300755.SZ,杨武勇,杨武勇,梁芳斌,41679.84,20050526,云南
002515.SZ,郑庆昇,郭波,李妮莎,121061.4164,19941115,浙江
300025.SZ,朱东成,朱东成,张艳,50879.2922,20030605,浙江
002370.SZ,岑建维,岑建维,徐炜,74566.753,20011231,浙江
301361.SZ,杨新征,崔文峰,邓艳峰,11633.6,20030508,河南
301389.SZ,张东琴,张东琴,金卫勤,28350.0,20000313,江苏
002326.SZ,王莺妹,王莺妹,张江山,92512.7636,19991011,浙江
002323.SZ,张宗辉,倪永善,尤鸿志,212085.5142,20021021,山东
002344.SZ,黄征,,杨克琪,128261.696,19990225,浙江
002314.SZ,舒谦,邱文鹤,蒋俊雅,270778.2513,20010430,广东
002984.SZ,秦龙,林文龙,王倩,103588.5977,20071204,山东
300219.SZ,李俊东,李俊东,赵军,70794.3506,20040531,广东
300063.SZ,冯毅,冯毅,王晶,75852.715,20010102,广东
002688.SZ,王东晓,谢昌贤,路漫漫,77163.4398,19900314,内蒙古
300049.SZ,王冠一,王冠一,孙秀珍,26497.59,20011226,内蒙古
002277.SZ,胡子敬,胡硕,陈学文,139417.28,20040607,湖南
300784.SZ,李士峰,邱翌,陈小辉,5623.76,20060309,浙江
301181.SZ,沈皓,沈皓,吴立,11554.0973,20090729,江苏
002229.SZ,倪辉,,张承杰,49619.1488,19990615,福建
300963.SZ,冯明明,蒋俊,祝宏志,45864.0,20020708,上海
301122.SZ,陆军,陆军,陆维炜,12224.5658,20040723,江苏
300001.SZ,于德翔,王超,杨坤,105553.7713,20040316,山东
300004.SZ,袁学亮,任刚,王娜,47999.3598,19990524,广东
300005.SZ,何华杰,何华杰,张志飞,88370.2186,19990111,北京
300923.SZ,李彪,闫兆金,石娜,7860.0,19860627,吉林
301008.SZ,陆宝宏,陆灿,佘砚,13096.3234,19960503,浙江
300013.SZ,刘瑞军,李超杰,张克,55835.8894,19970224,河南
002334.SZ,黄申力,田华臣,左桃林,81380.06,20020415,广东
002220.SZ,兰创,胡光彬,贾艳,76648.0153,19970925,辽宁
300814.SZ,王昌民,王先锋,王家强,19143.0132,20040312,广东
300584.SZ,曹于平,曹于平,王立,12000.0,20030115,江苏
300684.SZ,吴晓宁,吴憾,张伟娜,29950.9223,19970410,北京
300523.SZ,郑家升,李陇清,梁冰,23263.7638,20051121,北京
300706.SZ,陈钦忠,陈钦忠,孙昊,15322.0499,20021029,福建
301459.SZ,蒋春雷,王军成,吴勋苗,10412.182,20020730,浙江
301199.SZ,张开旭,张开旭,卢中庆,18667.6,20100123,山东
300649.SZ,吕明华,李永红,伍恒东,13241.6609,20011113,浙江
002679.SZ,潘隆应,潘隆应,林煜星,23575.6,19960418,福建
300732.SZ,汤意,汤意,莫杰,37056.0072,20070822,河南
002826.SZ,许可,许可,李前进,19067.775,20071229,西藏
002897.SZ,蔡胜才,蒋友安,吴陈冉,19388.0696,19951223,浙江
300564.SZ,徐先林,徐先林,陈绍锋,16131.52,19960325,西藏
002856.SZ,何申健,何申健,何申健,13531.2808,19841122,广东
300540.SZ,胡圣厦,谢乐敏,马继刚,22955.911,20080428,四川
300386.SZ,黄煜,李伟,朱宝祥,41804.4,19980616,北京
300569.SZ,黄文峰,黄文峰,李春梅,102271.062,20060303,山东
301234.SZ,张洪瑜,张洪瑜,潘岚岚,6800.0,20110415,安徽
301592.SZ,蒋家德,吴宏钢,唐羚譞,7000.0,20171110,四川
001324.SZ,周银妹,丁静,徐海琴,13800.0,20050408,江苏
300307.SZ,孙平范,孙平范,杨雪兰,79424.8776,20030810,浙江
301193.SZ,王熊,马恒辉,汪博,19517.833,20090807,浙江
300666.SZ,姚舜,边逸军,邹俊伟,26532.0683,20050414,浙江
300485.SZ,马骉,马骉,王雪峰,48166.64,19990520,北京
300884.SZ,缪国栋,缪国栋,林丽梅,25386.282,20050429,福建
301429.SZ,唐圣卫,唐道远,周志广,11822.0,20061215,安徽
300236.SZ,王溯,王溯,杨靖,31338.1402,20040512,上海
301609.SZ,刘英亮,王剑,赫秀梅,16288.0,20010412,山东
301563.SZ,曾烨,刘云锋,周雪峰,6511.6099,20080507,上海
300508.SZ,汤同奎,赵东京,刘明洲,10879.533,20070604,上海
300365.SZ,罗新伟,罗新伟,丰丹,59985.5469,20001123,北京
300415.SZ,甄荣辉,甄荣辉,肖德银,46856.2084,20040206,广东
001299.SZ,晏立群,杨立峰,陈龙,24263.8606,20080922,陕西
001287.SZ,刘迅,刘迅,刘同刚,75990.0097,20140928,广东
300254.SZ,赵群,赵群,俞俊贤,25610.8563,20050323,山西
300420.SZ,林伟通,张立永,王镜疑,111638.3561,20010622,江苏
300174.SZ,许文显,许文显,罗聪,36421.036,19990521,福建
002617.SZ,鲁永,吴少英,李陈涛,192300.5903,19890524,浙江
002751.SZ,刘梦龙,,陈焕洪,15452.9613,20040428,广东
002598.SZ,方树鹏,方树鹏,陈超,31204.7038,19910524,山东
001282.SZ,孙国奉,孙国奉,杨成,22218.56,20040618,安徽
301448.SZ,吴宁,张曙光,张垚嗣,10460.0,20151228,浙江
301013.SZ,林宜潘,林宜潘,王朝阳,23374.3056,20060109,广东
301010.SZ,贾富忠,贾熙,徐兰,10800.0,19930227,江苏
301596.SZ,卢晓蓉,卢晓蓉,刘兰,7716.53,20090206,四川
001258.SZ,陈龙,窦照军,董爽,93333.3334,20130828,新疆
300334.SZ,范宁,范宁,宋辉鹏,30206.5356,20030521,天津
300888.SZ,李建全,李建全,陈惠选,58232.9808,20000824,广东
002923.SZ,刘杰,刘杰,苏军,33489.3286,19991230,广东
002747.SZ,吴波,吴侃,肖婷婷,87101.8453,20020226,江苏
002650.SZ,周建文,周建文,杨亚梅,115200.02,19960803,湖南
300494.SZ,赖春临,赖春临,王俊芳,49051.0076,20091124,湖北
300317.SZ,郭砚君,李雳,宋天玺,83018.8405,19930717,广东
301292.SZ,马立军,马立军,尉彬彬,22279.5778,20021030,山东
300418.SZ,方汉,方汉,吕杰,125535.6953,20080327,北京
300276.SZ,朱汉平,朱汉平,柯国庆,140104.299,19990923,湖北
002858.SZ,夏青,夏南,马笑,16391.9838,20021016,上海
300912.SZ,臧志成,臧志成,程默,11488.2,20011212,江苏
002848.SZ,孙华山,郝建清,陈平,16715.0,20010823,湖南
300502.SZ,高光荣,黄晓雷,王诚,99397.2352,20080415,四川
300856.SZ,周旭明,杨军,陈家伟,47568.7126,20000420,江苏
301041.SZ,武守坤,武守坤,陈鹏飞,10668.0,19970528,广东
301571.SZ,罗珏典,罗珏典,王启林,17942.5908,20140108,北京
001206.SZ,高福忠,高福忠,周丽娜,18489.3808,19900510,天津
002898.SZ,陈科,陈科,张旭,17600.0,20020403,广东
002886.SZ,吴宪,何征,张亮,26320.3565,20011228,广东
301168.SZ,严荣飞,李前进,韦秀珍,12000.0,19840709,江苏
301377.SZ,王馨,王馨,周文英,41000.0,20130808,广东
301278.SZ,段正刚,段正刚,王新林,8970.8143,20050323,江苏
002879.SZ,俞涛,谢仕林,黄平,19310.764,19971223,湖南
002634.SZ,曹远刚,夏金强,刘栩,45935.2513,19930803,浙江
300758.SZ,徐惠祥,齐学博,,40603.8596,20060612,辽宁
300105.SZ,曲增杰,郭峰,刘克冷,51581.442,19981226,山东
301366.SZ,汤昌茂,汤昌茂,余应梓,20953.6201,20030324,广东
001234.SZ,黄兆斌,杨敏,王霞,10941.37,19920826,江苏
002759.SZ,吴锡盾,吴锡盾,郑文龙,50138.2605,19960330,广东
300077.SZ,孙迎彤,孙迎彤,叶艳桃,58312.67,20000320,广东
001337.SZ,吴安东,吴安东,周立,42000.0,20060816,四川
301108.SZ,蔡英传,蔡英传,胡能华,11255.6252,19990831,安徽
001268.SZ,刘瑞兴,刘瑞兴,刘瑞兴,10793.3334,20030829,广东
300831.SZ,刘强,白杰,岳宁,32000.0,20101210,陕西
002659.SZ,王腾,董琪,叶潇,59828.0384,19990326,北京
002590.SZ,陈锋,陈锋,江学芳,51905.2477,19990922,浙江
002541.SZ,商晓波,商晓波,吕庆荣,69001.7142,20020919,安徽
001356.SZ,江桂兰,胡新福,潘梅红,58932.0,19921028,浙江
001360.SZ,李顺山,李顺山,缪韵,20400.0,20030120,江西
301232.SZ,张友君,刘杰,刘志军,7516.2347,20120720,湖南
300931.SZ,徐志明,沈立眀,李彪,24014.6,20030821,江苏
301421.SZ,吴玉堂,吴玉堂,胡玉清,11571.8,20081224,江苏
002723.SZ,卢保山,卢保山,梁惠玲,33234.9876,20071129,广东
002817.SZ,李合军,余超彪,张文政,29909.817,19960812,安徽
300576.SZ,黄勇,黄勇,蔡启上,36636.7572,19960625,广东
301550.SZ,姜岭,姜岭,安娜,15950.0,20041122,浙江
301128.SZ,尹高斌,刘刚,游向阳,10344.127,20050830,广东
002996.SZ,王真见,王增潮,李晓华,66943.6836,20030321,重庆
300464.SZ,谢晓华,蔡耿锡,鲁金莲,45781.9663,19941111,广东
300773.SZ,王国强,王国强,汤辉,78808.25,20050106,北京
300366.SZ,陆文斌,王震,黄建蓉,60757.615,19961209,四川
301217.SZ,甘国庆,印大维,王俊林,82901.5544,20101018,安徽
001331.SZ,张伟,王兆涛,宋海贞,28224.0,20121113,山东
301179.SZ,张剑,夏耿耿,杨天晨,40440.7569,20111118,江苏
300938.SZ,吕杰中,袁奇,张旭,24349.6348,20000720,广东
300281.SZ,汪帆,马佳圳,郑芸,41892.358,19871201,广东
002798.SZ,朱江,吴志雄,代雨,51334.791,19940314,四川
301285.SZ,王玉田,王玉田,,20667.0,20030627,江苏
300976.SZ,李清平,李清平,李清平,13410.4216,20030916,广东
301018.SZ,崔颖琦,潘展华,顾剑彬,26605.2564,20000703,广东
300770.SZ,杨德建,杨德建,姚军成,22783.8591,20100712,广东
002685.SZ,翁杰,翁杰,万红霞,100769.0641,20040109,江苏
300556.SZ,李萌迪,李萌迪,王瑜,12156.4493,20000323,广东
002767.SZ,石扬,石扬,程迪尔,15000.0,19911020,浙江
300581.SZ,吴星宇,吴星宇,张军妮,55010.9546,20000224,陕西
300588.SZ,何岳,岳亚梅,何岳,19147.103,19990729,新疆
301043.SZ,李清泉,李清泉,朱道,6800.0,20090907,广东
301382.SZ,罗洪鹏,罗洪鹏,韦子军,28559.3903,20120113,广东
002979.SZ,李卫平,李卫平,向少华,31414.0847,20070109,广东
301065.SZ,吴政杰,吴政杰,王佳佳,10602.0,20110513,浙江
002682.SZ,陈明盛,蓝能旺,刘材文,56236.8594,20030829,福建
301503.SZ,谢伟明,谢伟明,常远博,8000.0,19960828,广东
002537.SZ,刘国平,刘国平,朱丰超,117401.6745,20041203,山东
301456.SZ,邵安仓,路伟,郑林坤,15044.7805,20120723,山东
301357.SZ,陈跃,相华,孟海峰,9520.0,20100316,陕西
300967.SZ,魏晓明,孙迎春,杜建峰,18757.0859,20110705,宁夏
300826.SZ,金雪莲,金雪莲,陈翀,16650.8706,19910408,江苏
003015.SZ,陈超,陈超,徐一佳,28106.6667,20100112,江苏
300603.SZ,王刚,周路,周路,46479.8231,19960108,新疆
002522.SZ,易先云,杭阿根,许丽秀,90577.9387,20011023,浙江
300490.SZ,黄文宝,佘朋鲋,宋辉,39867.0674,20090925,湖南
300352.SZ,林皓,林皓,王晓娜,144982.4087,19960528,北京
002714.SZ,曹治年,秦英林,秦军,546277.1029,20000713,河南
300983.SZ,陈磊,陈磊,冯骏,17280.0,20040106,上海
300332.SZ,陈作涛,陈作涛,汪芳敏,86511.6884,20070530,北京
301020.SZ,公维军,王平,隋胜强,14640.0,19910413,山东
002815.SZ,姜雪飞,姜雪飞,余忠,121774.5524,19950504,广东
002582.SZ,石聚彬,石训,豆妍妍,44770.7891,19970924,河南
301009.SZ,金利伟,金利伟,王向亭,27186.0,20010807,浙江
300788.SZ,陈炜,段甲强,张海东,19015.1515,19930216,北京
002850.SZ,励建立,励建炬,罗丽娇,27377.2573,19960920,广东
001339.SZ,袁微微,袁微微,张新媛,25215.226,20110907,广东
002830.SZ,蓝继晓,蓝继晓,侯薰棋,13334.0,19990824,广东
300158.SZ,李昆,杨连民,王哲宇,100531.9756,19951115,山西
300815.SZ,鲍江勇,鲍江勇,张卫滨,39859.2,20100413,安徽
300945.SZ,孙松鹤,孙松鹤,许恬,26207.1629,20091203,浙江
001270.SZ,罗珊珊,王立平,赵小婷,20611.4901,20101123,浙江
002676.SZ,李永祥,易雨,蒋卫龙,72000.0,19920508,广东
002875.SZ,杨文涛,杨文涛,宁文,21301.6872,20010920,广东
300953.SZ,蒋震林,蒋宁,彭勇泉,17347.7731,19941018,浙江
002818.SZ,刘兵,刘义,张凤术,74845.894,20001207,四川
001316.SZ,刘俊锋,刘俊锋,徐烁华,11513.46,20050314,广东
002701.SZ,周云杰,沈陶,高树军,255976.0469,19970514,北京
002995.SZ,信意安,信意安,李旭,17745.448,20051230,北京
300501.SZ,林武辉,林武辉,杨高锋,19353.7975,20050118,上海
300664.SZ,王鹏鹞,王鹏鹞,夏淑芬,75625.6332,19970715,江苏
002564.SZ,易晓荣,,荣光磊,85890.4477,20010331,江苏
300943.SZ,杨广宇,於君标,陈峰,20382.0,19930508,浙江
300895.SZ,顾伟达,高鸿波,刘毅,14080.0657,20050921,北京
002982.SZ,喻自文,喻自文,何业春,20319.3967,20030408,湖南
300606.SZ,杨璐,杨璐,杜燕艳,13834.7826,20040921,广东
300562.SZ,潘伟潮,潘志刚,李薇,21858.6988,20020718,广东
300677.SZ,刘方毅,陈琼,冯杰,65479.3743,20090720,山东
002920.SZ,高大鹏,徐建,章俊,59684.2634,19860724,广东
301616.SZ,夏增富,夏瑜键,许炜炜,8000.0,19940426,浙江
002597.SZ,杨乐,周睿,刘洋,56831.9878,20061225,安徽
001277.SZ,李锡元,刘润平,谢立智,7600.0,20090707,河南
300579.SZ,詹榜华,林雪焰,齐秀彬,27000.0,20010228,北京
002870.SZ,刘玉达,刘玉达,龙伟胜,13207.5636,19990622,广东
301607.SZ,李宁川,李宁川,李岩,15542.0399,20110810,浙江
001215.SZ,孙剑,白瑞,曹原春,9716.0446,20120425,河南
002728.SZ,许荣煌,许荣煌,许紫兰,51300.2496,20020523,广东
002552.SZ,张旭峰,朱宝松,赵晓兵,38798.5331,19990325,浙江
301016.SZ,王冲,王冲,陈娟,21840.0,19940424,江苏
301551.SZ,周江松,张立成,马志民,40001.0,20090424,河北
002585.SZ,吴培服,吴迪,吴迪,114132.2612,19971224,江苏
300950.SZ,魏振文,宋超,高琳琳,15248.0,20040405,山东
300869.SZ,胡坤,杨志山,郑敏,40180.3194,19960709,河北
002641.SZ,卢震宇,冀雄,陈志国,122909.3871,19930319,浙江
301201.SZ,葛建利,卢刚,杨晓静,15471.3824,19800630,浙江
001259.SZ,宋老亮,宋老亮,李伟,7358.8888,19981005,北京
002958.SZ,王锡峰,于丰星,朱光远,555562.0741,20120626,山东
301153.SZ,罗攀峰,朱玲,张驰,35285.058,20111108,北京
002691.SZ,冯帆,孙波,田季英,34000.0,20030516,河北
300347.SZ,曹晓春,曹晓春,李晓日,86102.605,20041215,浙江
002876.SZ,张建军,张建军,黄慧,17388.4932,20070416,广东
002760.SZ,周政华,田信普,李结平,10798.8706,19971229,江西
300211.SZ,黄汪,孙鹏,周叙明,30392.9723,20010815,江苏
300298.SZ,李少波,李少波,郑霁耘,56026.7306,20020807,湖南
300399.SZ,高磊,,顾兰芳,19760.0,20060118,江西
300847.SZ,黄立新,苏电礼,王冬雪,29601.0,20000615,河北
300534.SZ,康永红,宋月红,元勤辉,30334.5,20020603,甘肃
300403.SZ,石华山,石华山,郑扬志,60300.0,20021126,广东
301110.SZ,吕斌,卢彬,李克亚,9253.5333,20090805,广东
301025.SZ,华楠,付丽,刘保瑞,40030.94,20090527,上海
301387.SZ,马增龙,马增龙,占梦昀,10674.7204,20120320,广东
002708.SZ,李树华,吴朝阳,郑伟强,56209.7967,19950422,江苏
301215.SZ,张晓龙,张子鹏,夏秀国,132390.0,20110330,江苏
300663.SZ,王安京,王安京,周旭红,47845.0554,19991201,北京
300735.SZ,唐建兴,唐建兴,徐宇晟,76746.0689,19950324,广东
300863.SZ,林光耀,林光耀,秦慈,18817.5836,20040305,浙江
003033.SZ,金玉谟,金玉谟,张妮娜,8175.0,19991009,山东
301630.SZ,张驰,张驰,郑业梅,4000.0,20151223,广东
300422.SZ,尹鸿翔,尹鸿翔,孙国权,53388.0389,19990413,广西
300795.SZ,潘建军,方欢胜,姚宗宪,29889.387,20100630,浙江
002575.SZ,张金成,张金成,陈斌,61650.0,19960902,广东
300500.SZ,查金荣,张斌,胡旭明,17397.4869,19880303,江苏
002662.SZ,李璟瑜,李璟瑜,鲍丽娜,150000.0,20020703,北京
300220.SZ,梁萍,梁萍,李丹,15120.0,20050311,湖北
300767.SZ,李涛,杨向东,张雪,27629.1028,20100104,云南
002802.SZ,陈甜,陈甜,李专元,18230.199,20010328,江苏
301536.SZ,林永育,林永育,萧培君,42171.5232,20171221,福建
002781.SZ,雷鸣,雷鸣,雷鸣,22500.0,19950512,江西
300227.SZ,曾三林,曾三林,张洪宇,54411.1391,20051025,广东
300596.SZ,范小鹏,李海平,谢金桃,22961.9667,20030808,天津
300343.SZ,王宪东,王宪东,刘凤国,106896.9119,20030129,山东
300796.SZ,钟锡君,钟锡君,衣帅,36114.2872,20030331,浙江
002880.SZ,张战,郭采平,金建军,22680.0,19860407,广东
002620.SZ,李冬阳,李冬阳,戚鲲文,37749.4,19920818,广东
300904.SZ,李想,李想,周建林,7238.3232,20031029,宁夏
301522.SZ,栾东海,高圣勇,徐志博,37186.6667,20070823,河北
300586.SZ,黄伟汕,易东生,段文勇,71121.6645,20000620,广东
300572.SZ,贺宪宁,马杜,李云彬,22898.8812,20060806,广东
300320.SZ,钱振宇,钱振宇,胡蕴新,60123.4191,19980410,江苏
300287.SZ,杨振华,杨振华,吴明进,143527.3808,20021016,北京
003007.SZ,袁隽,金建林,饶燕,10400.0,20081128,北京
300781.SZ,王建朝,李明,张达霖,16417.534,20020909,广东
300488.SZ,陈尔容,陈子彦,陈子怡,17314.6892,19970717,浙江
002655.SZ,傅爱善,傅爱善,张常善,36189.2075,20010410,山东
002820.SZ,李路,龙剑,黄靓雅,20086.8295,19940920,天津
301491.SZ,王斌,王斌,刘皎,12900.0,20030821,江苏
300283.SZ,陈晓,陈晓,严学文,49697.8222,19970911,浙江
300426.SZ,裘永刚,蒋强,李翔,45038.281,20061030,浙江
300438.SZ,夏信德,甄少强,鲁宏力,50334.336,20010118,广东
301380.SZ,李征,李征,刘志勇,10139.2433,20110224,北京
301078.SZ,徐卫红,徐卫红,侍光磊,126135.9906,20120601,江苏
300548.SZ,庄丹,汤金宽,熊军,29110.7978,20030708,浙江
300858.SZ,刘晓军,刘晓军,张凌宇,26349.5118,20030905,北京
300994.SZ,李政,李政,雍嬿,23308.8,20001006,浙江
300217.SZ,谭伟,谭伟,史经洋,147797.694,20000202,江苏
300731.SZ,周东,周东,梁媛,12643.1804,20080110,广东
301198.SZ,罗志强,罗志强,蔡超威,16900.0,20050203,浙江
300610.SZ,于子洲,于子洲,吴达明,21500.798,19950512,江苏
301088.SZ,郭健,温迪,于清涛,22790.0,20120313,江苏
002777.SZ,连春华,连春华,杨成文,40823.1038,20081124,四川
300351.SZ,范纪军,范正军,许小静,38895.6965,19900319,浙江
301391.SZ,周锦志,周锦志,刘锐,9501.4811,20120106,广东
301276.SZ,曹胜奎,刘溦,程琳娜,12960.0,19920916,北京
300640.SZ,吴体芳,欧阳军,吴艳菱,31099.3427,19950708,福建
300301.SZ,吴涛祥,吴涛祥,吴涛祥,82986.8769,20050530,广东
300561.SZ,陈喆,马德桃,李佳星,32810.7975,20050126,广东
002602.SZ,谢斐,谢斐,黄怡,742808.3118,20051031,浙江
300958.SZ,路刚,原波,赵鸿雁,15673.6579,20071109,北京
300228.SZ,黄锋,黄锋,于清清,58586.1549,20030805,江苏
300432.SZ,王志红,王军,李鹏程,170976.0242,19971110,四川
002787.SZ,李志聪,李志聪,邵娜,33517.6599,19980623,江苏
002543.SZ,卢宇聪,赖育文,卢宇凡,74360.0,20031229,广东
300733.SZ,魏晓林,魏晓林,杨浩,30567.628,19990930,四川
300709.SZ,王明喜,王明喜,黄逸超,18607.6681,20041129,江苏
300607.SZ,吴丰礼,吴丰礼,谢仕梅,47697.2412,20070601,广东
300817.SZ,周引春,周引春,,21829.824,20000815,浙江
002648.SZ,杨卫东,杨卫东,沈晓炜,336864.569,20050803,浙江
301603.SZ,蒋修华,蒋修华,陈地剑,12076.0,20090505,广东
300291.SZ,方刚,方刚,李倩,94188.9651,20020619,北京
002757.SZ,詹谏醒,詹任宁,叶裕平,29545.5913,19960503,广东
301081.SZ,孙尚泽,李钊,范悦,22718.8711,20140528,浙江
300285.SZ,张曦,霍希云,许少梅,99704.8299,20050421,山东
002835.SZ,郭立志,郭立志,刘杰,21949.3931,20041222,广东
301362.SZ,谢祖华,谢祖华,黄金元,10467.0,20100305,广东
002885.SZ,张立品,张威,曹文智,27091.6968,19960625,广东
002640.SZ,李勇,李勇,王月娣,155804.133,20030307,山西
001301.SZ,欧阳永跃,欧阳永跃,李龙侠,26080.235,20080927,河北
002884.SZ,王海波,王海波,刘子庚,35768.2509,19930515,广东
300155.SZ,张波,张波,吴若顺,56122.7744,20041229,广东
301501.SZ,严德平,严德平,孙小宏,14790.0,19971020,安徽
300385.SZ,谢吴涛,谢吴涛,汪崇标,33314.5932,20010212,江苏
300447.SZ,陈祥楼,陈祥楼,孙璐,31231.0375,20010929,江苏
002847.SZ,张学武,张学武,张杨,27277.9679,20050804,湖南
300740.SZ,戴跃锋,戴跃锋,吴小瑾,39000.5506,20121101,湖南
300655.SZ,胡建康,胡建康,袁峥,107297.1483,20011129,江苏
002646.SZ,李银会,万国栋,赵洁,47910.7974,20050127,青海
301622.SZ,周保平,周保平,范立忠,11593.188,20110628,内蒙古
301237.SZ,范和强,范和强,吴学友,8000.0,20030616,浙江
301165.SZ,阮加勇,刘忠东,姚斌,79545.4545,20031028,福建
002838.SZ,于晓宁,田洪池,王有庆,47839.8402,20021206,山东
001208.SZ,熊硕,熊硕,李牡丹,63835.0432,20030701,湖南
301190.SZ,黄国荣,吴新艳,赵玉伟,21463.65,20120507,江西
001296.SZ,熊鹰,熊杰,周立峰,14959.1086,19790810,重庆
301388.SZ,胡志兴,张彭春,胡伊特,10244.76,19990331,浙江
300391.SZ,胡士会,胡士会,杨月晓,35033.6112,20011224,湖北
001288.SZ,吴友华,吴正华,刘阳,23492.1833,20030928,四川
